latlong,postal_code,postal_sector,postal_district,general_location
"1.327771,103.8659433",328468,32,12,"Balestier, Toa Payoh, Serangoon"
"1.335495,103.86515",350125,35,13,"Macpherson, Braddell"
"1.3462844,103.9644666",486723,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.391842,103.7413714",680527,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3518585,103.7235407",640437,64,22,Jurong
"1.383416,103.771615",670447,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3454648,103.7305909",600346,60,22,Jurong
"1.395813,103.900827",544298,54,19,"Serangoon Garden, Hougang, Punggol"
"1.333424,103.846058",310154,31,12,"Balestier, Toa Payoh, Serangoon"
"1.296762,103.889224",437885,43,15,"Katong, Joo Chiat, Amber Road"
"1.349518,103.742586",659673,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.330063,103.867561",358831,35,13,"Macpherson, Braddell"
"1.366574,103.954289",510122,51,18,"Tampines, Pasir Ris"
"1.320279,103.90139",400032,40,14,"Geylang, Eunos"
"1.3423237,103.846175",310206,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3069061,103.8616909",200815,20,8,Little India
"1.3115672,103.8740078",381114,38,14,"Geylang, Eunos"
"1.320961,103.933713",460001,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.386601,103.906042",541122,54,19,"Serangoon Garden, Hougang, Punggol"
"1.370902,103.885454",530608,53,19,"Serangoon Garden, Hougang, Punggol"
"1.348885,103.745978",650114,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.427013,103.774437",730437,73,25,"Kranji, Woodgrove"
"1.344777,103.707131",640262,64,22,Jurong
"1.35109,103.840634",573963,57,20,"Bishan, Ang Mo Kio"
"1.3569387,103.9539151",520453,52,18,"Tampines, Pasir Ris"
"1.3111185,103.9134568",425365,42,15,"Katong, Joo Chiat, Amber Road"
"1.313271,103.886906",398277,39,14,"Geylang, Eunos"
"1.34764,103.932444",521895,52,18,"Tampines, Pasir Ris"
"1.3700774,103.9479566",511528,51,18,"Tampines, Pasir Ris"
"1.33338,103.936558",460104,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.366925,103.87335",551149,55,19,"Serangoon Garden, Hougang, Punggol"
"1.344876,103.879198",538555,53,19,"Serangoon Garden, Hougang, Punggol"
"1.275541,103.830247",168790,16,3,"Queenstown, Tiong Bahru"
"1.38547,103.76517",670526,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.378585,103.737143",680471,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.313954,103.900823",423541,42,15,"Katong, Joo Chiat, Amber Road"
"1.362955,103.883736",546057,54,19,"Serangoon Garden, Hougang, Punggol"
"1.434747,103.799976",732624,73,25,"Kranji, Woodgrove"
"1.3113237,103.8793207",398936,39,14,"Geylang, Eunos"
"1.36853,103.964213",510255,51,18,"Tampines, Pasir Ris"
"1.342228,103.7400798",600248,60,22,Jurong
"1.3050667,103.9126786",440046,44,15,"Katong, Joo Chiat, Amber Road"
"1.374595,103.775954",670212,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4561009,103.8142955",753463,75,27,"Yishun, Sembawang"
"1.435582,103.798043",730662,73,25,"Kranji, Woodgrove"
"1.3506649,103.8376572",570308,57,20,"Bishan, Ang Mo Kio"
"1.351138,103.94489",521157,52,18,"Tampines, Pasir Ris"
"1.297405,103.836717",238126,23,9,"Orchard, Cairnhill, River Valley"
"1.388639,103.836967",788922,78,26,"Upper Thomson, Springleaf"
"1.384476,103.77",670421,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3232352,103.8482713",309836,30,11,"Watten Estate, Novena, Thomson"
"1.321729,103.938193",460036,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.344357,103.74128",600263,60,22,Jurong
"1.37374,103.900536",538806,53,19,"Serangoon Garden, Hougang, Punggol"
"1.309426,103.90527",429192,42,15,"Katong, Joo Chiat, Amber Road"
"1.4333493,103.8352334",760220,76,27,"Yishun, Sembawang"
"1.321301,103.88567",380097,38,14,"Geylang, Eunos"
"1.4333339,103.7736281",730161,73,25,"Kranji, Woodgrove"
"1.40214,103.904432",821295,82,19,"Serangoon Garden, Hougang, Punggol"
"1.313536,103.886999",398265,39,14,"Geylang, Eunos"
"1.334612,103.866351",350134,35,13,"Macpherson, Braddell"
"1.431733,103.835636",760215,76,27,"Yishun, Sembawang"
"1.356979,103.842072",570270,57,20,"Bishan, Ang Mo Kio"
"1.371417,103.881447",530644,53,19,"Serangoon Garden, Hougang, Punggol"
"1.360523,103.768286",678799,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3517539,103.938303",525842,52,18,"Tampines, Pasir Ris"
"1.3718348,103.9563348",510415,51,18,"Tampines, Pasir Ris"
"1.343589,103.6939176",640835,64,22,Jurong
"1.3090736,103.8823306",391010,39,14,"Geylang, Eunos"
"1.339332,103.6957136",640643,64,22,Jurong
"1.3670638,103.8971632",530322,53,19,"Serangoon Garden, Hougang, Punggol"
"1.417682,103.838346",760858,76,27,"Yishun, Sembawang"
"1.386599,103.759277",670629,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.326496,103.8858817",370045,37,13,"Macpherson, Braddell"
"1.325034,103.932915",460219,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.33345,103.722158",610184,61,22,Jurong
"1.357825,103.739397",653438,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.334079,103.866477",350136,35,13,"Macpherson, Braddell"
"1.335009,103.865213",350126,35,13,"Macpherson, Braddell"
"1.3170625,103.915638",458106,45,15,"Katong, Joo Chiat, Amber Road"
"1.3300132,103.8711381",348079,34,13,"Macpherson, Braddell"
"1.298934,103.85592",188021,18,7,"Middle Road, Golden Mile"
"1.34621,103.871998",535689,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3250155,103.9486971",468299,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3723276,103.8567445",560552,56,20,"Bishan, Ang Mo Kio"
"1.3532407,103.8670691",550302,55,19,"Serangoon Garden, Hougang, Punggol"
"1.318327,103.898824",400412,40,14,"Geylang, Eunos"
"1.327487,103.843142",329415,32,12,"Balestier, Toa Payoh, Serangoon"
"1.275078,103.825963",090114,09,4,"Telok Blangah, Harbourfront"
"1.3703801,103.8345568",561255,56,20,"Bishan, Ang Mo Kio"
"1.3646333,103.8550471",560416,56,20,"Bishan, Ang Mo Kio"
"1.33088,103.928019",460519,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.423208,103.844655",760445,76,27,"Yishun, Sembawang"
"1.4044907,103.8975456",821267,82,19,"Serangoon Garden, Hougang, Punggol"
"1.335224,103.699386",641656,64,22,Jurong
"1.382604,103.937717",510714,51,18,"Tampines, Pasir Ris"
"1.364227,103.964156",510274,51,18,"Tampines, Pasir Ris"
"1.317525,103.941648",466379,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.351523,103.887507",530129,53,19,"Serangoon Garden, Hougang, Punggol"
"1.356455,103.94871",521232,52,18,"Tampines, Pasir Ris"
"1.415538,103.841588",761511,76,27,"Yishun, Sembawang"
"1.426368,103.826886",760715,76,27,"Yishun, Sembawang"
"1.351135,103.704566",644272,64,22,Jurong
"1.3839438,103.8733497",805888,80,28,Seletar
"1.312597,103.885458",398432,39,14,"Geylang, Eunos"
"1.38239,103.890538",542278,54,19,"Serangoon Garden, Hougang, Punggol"
"1.352279,103.703018",644273,64,22,Jurong
"1.3877391,103.8996621",542226,54,19,"Serangoon Garden, Hougang, Punggol"
"1.323113,103.936623",460009,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.317087,103.927307",456910,45,15,"Katong, Joo Chiat, Amber Road"
"1.3630485,103.8283267",576991,57,20,"Bishan, Ang Mo Kio"
"1.311197,103.881332",397665,39,14,"Geylang, Eunos"
"1.432351,103.828498",760108,76,27,"Yishun, Sembawang"
"1.3524099,103.725846",640416,64,22,Jurong
"1.3030647,103.9087516",440061,44,15,"Katong, Joo Chiat, Amber Road"
"1.3603019,103.843984",570245,57,20,"Bishan, Ang Mo Kio"
"1.331921,103.907577",410650,41,14,"Geylang, Eunos"
"1.343405,103.772036",597706,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.348164,103.742552",650163,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.352836,103.717986",640552,64,22,Jurong
"1.404921,103.908469",820612,82,19,"Serangoon Garden, Hougang, Punggol"
"1.311993,103.879219",398915,39,14,"Geylang, Eunos"
"1.393967,103.873287",792450,79,28,Seletar
"1.3578622,103.8788124",549149,54,19,"Serangoon Garden, Hougang, Punggol"
"1.368934,103.843151",560209,56,20,"Bishan, Ang Mo Kio"
"1.322552,103.933145",460004,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3239158,103.8538392",328874,32,12,"Balestier, Toa Payoh, Serangoon"
"1.451908,103.824133",751506,75,27,"Yishun, Sembawang"
"1.346586,103.946355",521113,52,18,"Tampines, Pasir Ris"
"1.3509104,103.9581451",520322,52,18,"Tampines, Pasir Ris"
"1.3964229,103.9146717",822162,82,19,"Serangoon Garden, Hougang, Punggol"
"1.360051,103.938523",522523,52,18,"Tampines, Pasir Ris"
"1.290098,103.828903",161056,16,3,"Queenstown, Tiong Bahru"
"1.440838,103.777263",730010,73,25,"Kranji, Woodgrove"
"1.386839,103.871188",807159,80,28,Seletar
"1.4346791,103.8404683",760254,76,27,"Yishun, Sembawang"
"1.3173859,103.8246755",257584,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.286943,103.8187",150086,15,3,"Queenstown, Tiong Bahru"
"1.39228,103.873566",793446,79,28,Seletar
"1.37645,103.842243",560153,56,20,"Bishan, Ang Mo Kio"
"1.329333,103.888949",373018,37,13,"Macpherson, Braddell"
"1.321406,103.939667",460039,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4507579,103.8269603",751592,75,27,"Yishun, Sembawang"
"1.314187,103.890745",398026,39,14,"Geylang, Eunos"
"1.332034,103.91397",470632,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3147474,103.7571714",127228,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3402018,103.6893265",640925,64,22,Jurong
"1.383621,103.86296",808010,80,28,Seletar
"1.431578,103.828487",760104,76,27,"Yishun, Sembawang"
"1.3388107,103.7000932",640604,64,22,Jurong
"1.3592463,103.9546441",520463,52,18,"Tampines, Pasir Ris"
"1.338263,103.858437",310233,31,12,"Balestier, Toa Payoh, Serangoon"
"1.357635,103.936851",520707,52,18,"Tampines, Pasir Ris"
"1.4369938,103.8387094",760266,76,27,"Yishun, Sembawang"
"1.384265,103.763671",670536,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.344659,103.862175",358419,35,13,"Macpherson, Braddell"
"1.302597,103.898101",437816,43,15,"Katong, Joo Chiat, Amber Road"
"1.331837,103.867242",350146,35,13,"Macpherson, Braddell"
"1.417635,103.835707",760626,76,27,"Yishun, Sembawang"
"1.448602,103.8151609",752360,75,27,"Yishun, Sembawang"
"1.4147685,103.835562",760876,76,27,"Yishun, Sembawang"
"1.291937,103.802637",140163,14,3,"Queenstown, Tiong Bahru"
"1.3859426,103.8728915",809313,80,28,Seletar
"1.413712,103.839593",761509,76,27,"Yishun, Sembawang"
"1.438084,103.80442",733693,73,25,"Kranji, Woodgrove"
"1.349284,103.961722",528797,52,18,"Tampines, Pasir Ris"
"1.342589,103.704151",643685,64,22,Jurong
"1.3422911,103.8471065",310205,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3736844,103.8826972",530660,53,19,"Serangoon Garden, Hougang, Punggol"
"1.378745,103.840329",560641,56,20,"Bishan, Ang Mo Kio"
"1.3160202,103.8683169",339154,33,12,"Balestier, Toa Payoh, Serangoon"
"1.385563,103.769147",670423,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.357034,103.742029",652463,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.375515,103.946005",510502,51,18,"Tampines, Pasir Ris"
"1.330846,103.842851",310171,31,12,"Balestier, Toa Payoh, Serangoon"
"1.318296,103.862925",330026,33,12,"Balestier, Toa Payoh, Serangoon"
"1.4210906,103.831908",760787,76,27,"Yishun, Sembawang"
"1.355788,103.883958",NIL,NI,,
"1.348322,103.934461",520822,52,18,"Tampines, Pasir Ris"
"1.3716178,103.8435412",560126,56,20,"Bishan, Ang Mo Kio"
"1.30603,103.857247",200028,20,8,Little India
"1.385331,103.762145",670615,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.316775,103.770787",120348,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3898839,103.742586",680513,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3469978,103.7521936",650213,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.271859,103.822334",090039,09,4,"Telok Blangah, Harbourfront"
"1.435618,103.790338",732894,73,25,"Kranji, Woodgrove"
"1.3286033,103.9326509",460408,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.301353,103.84906",228149,22,9,"Orchard, Cairnhill, River Valley"
"1.328852,103.937944",460122,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.29756,103.797046",141056,14,3,"Queenstown, Tiong Bahru"
"1.378315,103.878706",530967,53,19,"Serangoon Garden, Hougang, Punggol"
"1.277898,103.840963",080001,08,2,"Anson, Tanjong Pagar"
"1.3357406,103.9130076",470149,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.308564,103.792355",270047,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.324299,103.923418",460027,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3712175,103.8591781",560558,56,20,"Bishan, Ang Mo Kio"
"1.2849691,103.8187053",150090,15,3,"Queenstown, Tiong Bahru"
"1.321492,103.955553",486442,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.31755,103.909959",426374,42,15,"Katong, Joo Chiat, Amber Road"
"1.45036,103.813875",751468,75,27,"Yishun, Sembawang"
"1.3494459,103.695324",640863,64,22,Jurong
"1.4332717,103.8285471",760111,76,27,"Yishun, Sembawang"
"1.3279615,103.8973833",408597,40,14,"Geylang, Eunos"
"1.3118679,103.8930484",437328,43,15,"Katong, Joo Chiat, Amber Road"
"1.344936,103.719972",643517,64,22,Jurong
"1.382578,103.7517428",680001,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.374559,103.738117",681485,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.352274,103.885741",530126,53,19,"Serangoon Garden, Hougang, Punggol"
"1.381913,103.866298",806891,80,28,Seletar
"1.3652631,103.8962012",530317,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3663724,103.8450297",560304,56,20,"Bishan, Ang Mo Kio"
"1.3692291,103.871517",550112,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3173583,103.9149847",457993,45,15,"Katong, Joo Chiat, Amber Road"
"1.376014,103.826944",574072,57,20,"Bishan, Ang Mo Kio"
"1.299958,103.899026",439869,43,15,"Katong, Joo Chiat, Amber Road"
"1.33341,103.867023",350142,35,13,"Macpherson, Braddell"
"1.348652,103.7308259",600320,60,22,Jurong
"1.373458,103.873318",550521,55,19,"Serangoon Garden, Hougang, Punggol"
"1.313822,103.905802",429420,42,15,"Katong, Joo Chiat, Amber Road"
"1.290962,103.803111",140170,14,3,"Queenstown, Tiong Bahru"
"1.3221361,103.9562672",486542,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.318428,103.910679",419832,41,14,"Geylang, Eunos"
"1.3644717,103.8642031",556001,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3361387,103.8572227",311017,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3190836,103.8827619",380106,38,14,"Geylang, Eunos"
"1.395995,103.873901",798771,79,28,Seletar
"1.310397,103.824153",258672,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.334876,103.930446",460524,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.380347,103.827335",787131,78,26,"Upper Thomson, Springleaf"
"1.3358001,103.8496954",312081,31,12,"Balestier, Toa Payoh, Serangoon"
"1.366643,103.855438",560444,56,20,"Bishan, Ang Mo Kio"
"1.356886,103.870712",550226,55,19,"Serangoon Garden, Hougang, Punggol"
"1.273116,103.821671",090032,09,4,"Telok Blangah, Harbourfront"
"1.3608828,103.866351",554729,55,19,"Serangoon Garden, Hougang, Punggol"
"1.2875127,103.8173399",150071,15,3,"Queenstown, Tiong Bahru"
"1.2769466,103.8462688",069115,06,1,"Raffles Place, Cecil, Marina, People's Park"
"1.356406,103.759392",669598,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.382768,103.893945",540275,54,19,"Serangoon Garden, Hougang, Punggol"
"1.319202,103.755379",127712,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.447963,103.799654",730777,73,25,"Kranji, Woodgrove"
"1.4360495,103.7903124",730894,73,25,"Kranji, Woodgrove"
"1.3063,103.857566",200026,20,8,Little India
"1.374835,103.875701",550500,55,19,"Serangoon Garden, Hougang, Punggol"
"1.347764,103.742555",650164,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.426159,103.828705",760721,76,27,"Yishun, Sembawang"
"1.399025,103.744255",680607,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3513844,103.9458924",521158,52,18,"Tampines, Pasir Ris"
"1.373677,103.774066",670206,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.324715,103.921165",460060,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.336301,103.937287",470773,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3592669,103.878699",549245,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3756567,103.8532546",560538,56,20,"Bishan, Ang Mo Kio"
"1.318769,103.874187",380039,38,14,"Geylang, Eunos"
"1.331335,103.913689",470606,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4338979,103.7957519",730617,73,25,"Kranji, Woodgrove"
"1.379258,103.739389",680402,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.304689,103.90214",429107,42,15,"Katong, Joo Chiat, Amber Road"
"1.389501,103.903208",540131,54,19,"Serangoon Garden, Hougang, Punggol"
"1.391156,103.906813",540154,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3557761,103.8820401",535633,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3245009,103.8855529",370051,37,13,"Macpherson, Braddell"
"1.287846,103.8115849",150050,15,3,"Queenstown, Tiong Bahru"
"1.348239,103.871675",556130,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3333306,103.9291264",460512,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.389267,103.876486",793408,79,28,Seletar
"1.355439,103.965517",506868,50,17,"Loyang, Changi"
"1.347902,103.948624",521108,52,18,"Tampines, Pasir Ris"
"1.436171,103.777221",731184,73,25,"Kranji, Woodgrove"
"1.320537,103.9366749",460013,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.357815,103.953665",520457,52,18,"Tampines, Pasir Ris"
"1.289598,103.828922",161053,16,3,"Queenstown, Tiong Bahru"
"1.3699595,103.8793422",530633,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3576797,103.8762324",545766,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3463909,103.710765",640185,64,22,Jurong
"1.322944,103.73926",600023,60,22,Jurong
"1.382533,103.945954",519120,51,18,"Tampines, Pasir Ris"
"1.4300485,103.7795029",730328,73,25,"Kranji, Woodgrove"
"1.3727297,103.8727425",550524,55,19,"Serangoon Garden, Hougang, Punggol"
"1.29472,103.810225",141079,14,3,"Queenstown, Tiong Bahru"
"1.38486,103.758953",670633,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3863,103.743123",689678,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3476068,103.7900929",288028,28,11,"Watten Estate, Novena, Thomson"
"1.398425,103.889521",541334,54,19,"Serangoon Garden, Hougang, Punggol"
"1.348354,103.730171",600321,60,22,Jurong
"1.327781,103.864079",328008,32,12,"Balestier, Toa Payoh, Serangoon"
"1.426383,103.849192",760406,76,27,"Yishun, Sembawang"
"1.333596,103.865416",350138,35,13,"Macpherson, Braddell"
"1.3158202,103.9346022",467254,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3550354,103.891224",530101,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3741986,103.853047",560533,56,20,"Bishan, Ang Mo Kio"
"1.431885,103.792172",730527,73,25,"Kranji, Woodgrove"
"1.376429,103.960989",518186,51,18,"Tampines, Pasir Ris"
"1.3105306,103.902828",426972,42,15,"Katong, Joo Chiat, Amber Road"
"1.368251,103.957444",510106,51,18,"Tampines, Pasir Ris"
"1.341827,103.953537",529904,52,18,"Tampines, Pasir Ris"
"1.4299943,103.8286331",760701,76,27,"Yishun, Sembawang"
"1.3132383,103.8069531",259286,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.322824,103.856473",320085,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3399166,103.7613126",658775,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3685207,103.8725429",550147,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3101488,103.919559",457559,45,15,"Katong, Joo Chiat, Amber Road"
"1.330255,103.86728",358841,35,13,"Macpherson, Braddell"
"1.277844,103.819747",090010,09,4,"Telok Blangah, Harbourfront"
"1.4210319,103.8358728",760609,76,27,"Yishun, Sembawang"
"1.323491,103.839458",309611,30,11,"Watten Estate, Novena, Thomson"
"1.350441,103.869069",550326,55,19,"Serangoon Garden, Hougang, Punggol"
"1.282714,103.826563",164118,16,3,"Queenstown, Tiong Bahru"
"1.3269,103.84911",329089,32,12,"Balestier, Toa Payoh, Serangoon"
"1.4313561,103.831804",760147,76,27,"Yishun, Sembawang"
"1.4319675,103.8425742",762315,76,27,"Yishun, Sembawang"
"1.306666,103.850837",219797,21,8,Little India
"1.438247,103.801479",730648,73,25,"Kranji, Woodgrove"
"1.3757805,103.8369615",560175,56,20,"Bishan, Ang Mo Kio"
"1.3370709,103.923198",470714,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3485742,103.8658075",359747,35,13,"Macpherson, Braddell"
"1.356931,103.760493",669596,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.395474,103.912358",823172,82,19,"Serangoon Garden, Hougang, Punggol"
"1.318628,103.905626",416558,41,14,"Geylang, Eunos"
"1.3538449,103.8804449",538328,53,19,"Serangoon Garden, Hougang, Punggol"
