latlong,postal_code,postal_sector,postal_district,general_location
"1.371193,103.832139",577393,57,20,"Bishan, Ang Mo Kio"
"1.37552,103.839844",560156,56,20,"Bishan, Ang Mo Kio"
"1.313585,103.914099",425762,42,15,"Katong, Joo Chiat, Amber Road"
"1.3081049,103.8834496",390001,39,14,"Geylang, Eunos"
"1.37968,103.770554",670238,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.379508,103.747589",680239,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.377246,103.894135",530436,53,19,"Serangoon Garden, Hougang, Punggol"
"1.4370197,103.7771203",730142,73,25,"Kranji, Woodgrove"
"1.334552,103.913627",470139,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.351274,103.873794",550201,55,19,"Serangoon Garden, Hougang, Punggol"
"1.330805,103.946473",469145,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3233659,103.9040497",400017,40,14,"Geylang, Eunos"
"1.393639,103.744265",680543,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3723384,103.8962233",530464,53,19,"Serangoon Garden, Hougang, Punggol"
"1.323722,103.90625",419634,41,14,"Geylang, Eunos"
"1.3315207,103.8736651",348701,34,13,"Macpherson, Braddell"
"1.3410195,103.8542991",310213,31,12,"Balestier, Toa Payoh, Serangoon"
"1.384042,103.892554",544575,54,19,"Serangoon Garden, Hougang, Punggol"
"1.374433,103.848734",560506,56,20,"Bishan, Ang Mo Kio"
"1.3766629,103.8401714",560152,56,20,"Bishan, Ang Mo Kio"
"1.366774,103.880148",546776,54,19,"Serangoon Garden, Hougang, Punggol"
"1.373138,103.851947",560522,56,20,"Bishan, Ang Mo Kio"
"1.312433,103.911002",423833,42,15,"Katong, Joo Chiat, Amber Road"
"1.334506,103.883053",368328,36,13,"Macpherson, Braddell"
"1.368869,103.8881069",536778,53,19,"Serangoon Garden, Hougang, Punggol"
"1.326715,103.85747",320035,32,12,"Balestier, Toa Payoh, Serangoon"
"1.33004,103.9008397",400302,40,14,"Geylang, Eunos"
"1.340726,103.837057",298144,29,11,"Watten Estate, Novena, Thomson"
"1.439695,103.799829",730672,73,25,"Kranji, Woodgrove"
"1.422182,103.844665",760451,76,27,"Yishun, Sembawang"
"1.3405185,103.6851645",640905,64,22,Jurong
"1.350207,103.704998",641272,64,22,Jurong
"1.337524,103.843203",311130,31,12,"Balestier, Toa Payoh, Serangoon"
"1.387839,103.898171",541224,54,19,"Serangoon Garden, Hougang, Punggol"
"1.337083,103.738817",600101,60,22,Jurong
"1.3795179,103.8947657",530447,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3726232,103.8756374",552506,55,19,"Serangoon Garden, Hougang, Punggol"
"1.393616,103.878182",792440,79,28,Seletar
"1.402564,103.90465",820294,82,19,"Serangoon Garden, Hougang, Punggol"
"1.375503,103.890669",530529,53,19,"Serangoon Garden, Hougang, Punggol"
"1.293501,103.838767",239347,23,9,"Orchard, Cairnhill, River Valley"
"1.313412,103.93602",468702,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.308731,103.851769",218577,21,8,Little India
"1.3675124,103.8974855",530324,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3171331,103.9100968",426324,42,15,"Katong, Joo Chiat, Amber Road"
"1.37536,103.941976",510610,51,18,"Tampines, Pasir Ris"
"1.3844209,103.766537",670503,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.450736,103.818944",754354,75,27,"Yishun, Sembawang"
"1.440147,103.790544",730833,73,25,"Kranji, Woodgrove"
"1.3159556,103.769025",120337,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3107416,103.8064703",258032,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.401314,103.903245",822289,82,19,"Serangoon Garden, Hougang, Punggol"
"1.373435,103.872599",550530,55,19,"Serangoon Garden, Hougang, Punggol"
"1.372797,103.8577995",560554,56,20,"Bishan, Ang Mo Kio"
"1.340451,103.851013",310239,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3117723,103.8739143",381113,38,14,"Geylang, Eunos"
"1.3078121,103.892854",436789,43,15,"Katong, Joo Chiat, Amber Road"
"1.344287,103.701182",641673,64,22,Jurong
"1.4344536,103.8286575",760113,76,27,"Yishun, Sembawang"
"1.389042,103.8760039",792408,79,28,Seletar
"1.355875,103.958032",520391,52,18,"Tampines, Pasir Ris"
"1.361169,103.872606",555796,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3718971,103.850947",564596,56,20,"Bishan, Ang Mo Kio"
"1.325042,103.93379",464219,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3718689,103.8535776",563588,56,20,"Bishan, Ang Mo Kio"
"1.349603,103.8390689",570302,57,20,"Bishan, Ang Mo Kio"
"1.391459,103.743707",680535,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.380232,103.937554",510702,51,18,"Tampines, Pasir Ris"
"1.350251,103.8380189",570304,57,20,"Bishan, Ang Mo Kio"
"1.3736681,103.9605424",510484,51,18,"Tampines, Pasir Ris"
"1.356016,103.890407",530239,53,19,"Serangoon Garden, Hougang, Punggol"
"1.443658,103.796704",730737,73,25,"Kranji, Woodgrove"
"1.350502,103.86417",556113,55,19,"Serangoon Garden, Hougang, Punggol"
"1.4254389,103.833811",760764,76,27,"Yishun, Sembawang"
"1.310935,103.912361",425342,42,15,"Katong, Joo Chiat, Amber Road"
"1.325309,103.845933",329552,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3614257,103.8620315",559544,55,19,"Serangoon Garden, Hougang, Punggol"
"1.373418,103.958554",510465,51,18,"Tampines, Pasir Ris"
"1.312852,103.883513",398614,39,14,"Geylang, Eunos"
"1.3595584,103.8670308",558330,55,19,"Serangoon Garden, Hougang, Punggol"
"1.403218,103.902579",822274,82,19,"Serangoon Garden, Hougang, Punggol"
"1.277337,103.830002",160144,16,3,"Queenstown, Tiong Bahru"
"1.384236,103.8945127",540273,54,19,"Serangoon Garden, Hougang, Punggol"
"1.307941,103.792965",270042,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.303494,103.9083265",440060,44,15,"Katong, Joo Chiat, Amber Road"
"1.340469,103.695923",640642,64,22,Jurong
"1.3410673,103.6898974",640930,64,22,Jurong
"1.322376,103.939523",460035,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.373268,103.774919",670204,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4271033,103.7738601",730425,73,25,"Kranji, Woodgrove"
"1.349804,103.838361",570303,57,20,"Bishan, Ang Mo Kio"
"1.2829258,103.8279207",160120,16,3,"Queenstown, Tiong Bahru"
"1.371503,103.954679",510419,51,18,"Tampines, Pasir Ris"
"1.300801,103.824844",248669,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.359485,103.956139",523499,52,18,"Tampines, Pasir Ris"
"1.31526,103.898528",420002,42,15,"Katong, Joo Chiat, Amber Road"
"1.4382992,103.7951095",731888,73,25,"Kranji, Woodgrove"
"1.3632785,103.750692",650339,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.374483,103.743638",681802,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.347421,103.752847",650214,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.418109,103.844397",760504,76,27,"Yishun, Sembawang"
"1.4360094,103.8287919",760118,76,27,"Yishun, Sembawang"
"1.358194,103.750741",650374,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3661319,103.8540529",560441,56,20,"Bishan, Ang Mo Kio"
"1.32642,103.862675",327978,32,12,"Balestier, Toa Payoh, Serangoon"
"1.336439,103.924689",470719,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.37811,103.740106",680293,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.350965,103.730502",600331,60,22,Jurong
"1.39219,103.869829",792456,79,28,Seletar
"1.44521,103.813152",757087,75,27,"Yishun, Sembawang"
"1.378216,103.90176",531471,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3620964,103.969708",508649,50,17,"Loyang, Changi"
"1.3801067,103.8809035",533980,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3510076,103.7271687",640419,64,22,Jurong
"1.422385,103.833623",760776,76,27,"Yishun, Sembawang"
"1.395924,103.744901",680560,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3505069,103.730222",600330,60,22,Jurong
"1.3305672,103.9383781",460117,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.426516,103.844951",760352,76,27,"Yishun, Sembawang"
"1.4376638,103.7789483",730129,73,25,"Kranji, Woodgrove"
"1.3391506,103.8455287",310120,31,12,"Balestier, Toa Payoh, Serangoon"
"1.433787,103.843033",763317,76,27,"Yishun, Sembawang"
"1.3850408,103.8726567",808926,80,28,Seletar
"1.3314772,103.9088255",470117,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.338044,103.921938",470742,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.332298,103.867117",358361,35,13,"Macpherson, Braddell"
"1.3285517,103.8446775",320106,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3516656,103.9369851",528842,52,18,"Tampines, Pasir Ris"
"1.360632,103.749305",650364,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.305832,103.800256",140092,14,3,"Queenstown, Tiong Bahru"
"1.3210495,103.9397266",460040,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3250459,103.8874078",370069,37,13,"Macpherson, Braddell"
"1.399395,103.910606",820188,82,19,"Serangoon Garden, Hougang, Punggol"
"1.436743,103.8383419",760265,76,27,"Yishun, Sembawang"
"1.327103,103.93559",460131,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.346885,103.866479",359015,35,13,"Macpherson, Braddell"
"1.360181,103.95634",520488,52,18,"Tampines, Pasir Ris"
"1.358922,103.952031",520443,52,18,"Tampines, Pasir Ris"
"1.402442,103.750007",680666,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.376219,103.959724",518152,51,18,"Tampines, Pasir Ris"
"1.333899,103.939463",460099,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3228839,103.9118462",410116,41,14,"Geylang, Eunos"
"1.344913,103.955534",520145,52,18,"Tampines, Pasir Ris"
"1.318601,103.8989185",400413,40,14,"Geylang, Eunos"
"1.393997,103.9106879",823126,82,19,"Serangoon Garden, Hougang, Punggol"
"1.343508,103.703137",644669,64,22,Jurong
"1.37901,103.833313",574972,57,20,"Bishan, Ang Mo Kio"
"1.323748,103.934895",460028,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.291498,103.802492",140164,14,3,"Queenstown, Tiong Bahru"
"1.310279,103.9097813",425408,42,15,"Katong, Joo Chiat, Amber Road"
"1.31895,103.906163",417786,41,14,"Geylang, Eunos"
"1.3112428,103.8518382",210015,21,8,Little India
"1.3500707,103.8525473",570184,57,20,"Bishan, Ang Mo Kio"
"1.392924,103.869965",791458,79,28,Seletar
"1.376744,103.828876",576686,57,20,"Bishan, Ang Mo Kio"
"1.3202939,103.9436767",460072,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.429749,103.7785169",730330,73,25,"Kranji, Woodgrove"
"1.375941,103.901204",532473,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3591017,103.8731195",556397,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3088648,103.894811",439257,43,15,"Katong, Joo Chiat, Amber Road"
"1.384995,103.761091",670616,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.452872,103.823283",752507,75,27,"Yishun, Sembawang"
"1.35605,103.966235",506851,50,17,"Loyang, Changi"
"1.37179,103.879715",530642,53,19,"Serangoon Garden, Hougang, Punggol"
"1.309417,103.933496",449293,44,15,"Katong, Joo Chiat, Amber Road"
"1.4367318,103.7767688",730143,73,25,"Kranji, Woodgrove"
"1.3744794,103.9572699",510473,51,18,"Tampines, Pasir Ris"
"1.3232502,103.9099563",416995,41,14,"Geylang, Eunos"
"1.334919,103.857148",310020,31,12,"Balestier, Toa Payoh, Serangoon"
"1.370944,103.837246",560111,56,20,"Bishan, Ang Mo Kio"
"1.446142,103.795342",730758,73,25,"Kranji, Woodgrove"
"1.3483431,103.9368509",520819,52,18,"Tampines, Pasir Ris"
"1.389005,103.910646",544178,54,19,"Serangoon Garden, Hougang, Punggol"
"1.364725,103.868221",559973,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3850849,103.894541",543271,54,19,"Serangoon Garden, Hougang, Punggol"
"1.364729,103.959325",510187,51,18,"Tampines, Pasir Ris"
"1.346716,103.755971",659636,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.375539,103.772575",670225,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.295848,103.804399",140184,14,3,"Queenstown, Tiong Bahru"
"1.331317,103.931186",460502,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3435179,103.756046",650291,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.341714,103.73607",600227,60,22,Jurong
"1.3604189,103.9515101",520438,52,18,"Tampines, Pasir Ris"
"1.360099,103.75968",669009,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.39421,103.874203",791451,79,28,Seletar
"1.416307,103.841558",761502,76,27,"Yishun, Sembawang"
"1.443167,103.824784",769473,76,27,"Yishun, Sembawang"
"1.3718197,103.8549348",560578,56,20,"Bishan, Ang Mo Kio"
"1.293413,103.767785",126822,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.37437,103.872622",550541,55,19,"Serangoon Garden, Hougang, Punggol"
"1.294774,103.766599",127180,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.328339,103.911841",417456,41,14,"Geylang, Eunos"
"1.377725,103.938107",510643,51,18,"Tampines, Pasir Ris"
"1.377843,103.835213",567927,56,20,"Bishan, Ang Mo Kio"
"1.446969,103.803492",734783,73,25,"Kranji, Woodgrove"
"1.364504,103.95281",525495,52,18,"Tampines, Pasir Ris"
"1.356875,103.934915",520724,52,18,"Tampines, Pasir Ris"
"1.3391894,103.8483009",310098,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3206,103.9529437",468763,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.38289,103.936517",510717,51,18,"Tampines, Pasir Ris"
"1.3249571,103.9101673",410107,41,14,"Geylang, Eunos"
"1.3472986,103.9452932",521101,52,18,"Tampines, Pasir Ris"
"1.4009529,103.910472",820621,82,19,"Serangoon Garden, Hougang, Punggol"
"1.437778,103.796767",730603,73,25,"Kranji, Woodgrove"
"1.352011,103.931962",521880,52,18,"Tampines, Pasir Ris"
"1.309937,103.911349",425171,42,15,"Katong, Joo Chiat, Amber Road"
"1.311959,103.886024",398371,39,14,"Geylang, Eunos"
"1.3208482,103.871264",339353,33,12,"Balestier, Toa Payoh, Serangoon"
"1.423323,103.8327325",760773,76,27,"Yishun, Sembawang"
"1.4595909,103.8387059",757230,75,27,"Yishun, Sembawang"
"1.3472313,103.8711229",358093,35,13,"Macpherson, Braddell"
"1.299807,103.846844",229236,22,9,"Orchard, Cairnhill, River Valley"
"1.3197855,103.7493316",600404,60,22,Jurong
"1.2869644,103.8203419",150093,15,3,"Queenstown, Tiong Bahru"
"1.3915482,103.7419199",680526,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.326967,103.924883",460011,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.402894,103.9110369",822619,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3275542,103.8832127",379314,37,13,"Macpherson, Braddell"
"1.296814,103.871771",436922,43,15,"Katong, Joo Chiat, Amber Road"
"1.3180259,103.9206618",456234,45,15,"Katong, Joo Chiat, Amber Road"
"1.3205852,103.9260406",459482,45,15,"Katong, Joo Chiat, Amber Road"
"1.3802147,103.7553277",680010,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.346395,103.750411",650211,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.352874,103.962755",520351,52,18,"Tampines, Pasir Ris"
"1.347815,103.873793",550410,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3706409,103.947552",513524,51,18,"Tampines, Pasir Ris"
"1.328809,103.912964",417660,41,14,"Geylang, Eunos"
"1.4469486,103.8154303",750336,75,27,"Yishun, Sembawang"
"1.3521559,103.9387193",524856,52,18,"Tampines, Pasir Ris"
"1.3389521,103.7222402",614339,61,22,Jurong
"1.3665232,103.8822559",546763,54,19,"Serangoon Garden, Hougang, Punggol"
"1.370211,103.843297",560122,56,20,"Bishan, Ang Mo Kio"
"1.400728,103.751324",682692,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.368626,103.874468",550141,55,19,"Serangoon Garden, Hougang, Punggol"
"1.285088,103.842545",050032,05,1,"Raffles Place, Cecil, Marina, People's Park"
"1.354803,103.868602",550232,55,19,"Serangoon Garden, Hougang, Punggol"
"1.378654,103.831838",574764,57,20,"Bishan, Ang Mo Kio"
"1.302847,103.8829121",431009,43,15,"Katong, Joo Chiat, Amber Road"
"1.3595186,103.8813928",549274,54,19,"Serangoon Garden, Hougang, Punggol"
"1.313324,103.910743",423824,42,15,"Katong, Joo Chiat, Amber Road"
"1.374324,103.942777",510515,51,18,"Tampines, Pasir Ris"
"1.377265,103.889374",530536,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3492501,103.946017",521165,52,18,"Tampines, Pasir Ris"
"1.33405,103.916763",470622,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3306761,103.9072695",418083,41,14,"Geylang, Eunos"
"1.352442,103.886448",530125,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3153961,103.8494827",210043,21,8,Little India
"1.296892,103.834546",238403,23,9,"Orchard, Cairnhill, River Valley"
"1.401693,103.902612",821289,82,19,"Serangoon Garden, Hougang, Punggol"
"1.350909,103.875414",531001,53,19,"Serangoon Garden, Hougang, Punggol"
"1.351973,103.883296",530144,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3772029,103.7686702",670116,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4291902,103.8457776",760366,76,27,"Yishun, Sembawang"
"1.3075424,103.8564728",208876,20,8,Little India
"1.3124086,103.9349576",468721,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.363532,103.8783371",546103,54,19,"Serangoon Garden, Hougang, Punggol"
"1.397341,103.889861",543334,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3599139,103.8445555",570238,57,20,"Bishan, Ang Mo Kio"
"1.3260917,103.8630626",327976,32,12,"Balestier, Toa Payoh, Serangoon"
"1.312666,103.895252",439431,43,15,"Katong, Joo Chiat, Amber Road"
"1.431196,103.844792",761336,76,27,"Yishun, Sembawang"
"1.455972,103.813742",754466,75,27,"Yishun, Sembawang"
"1.3387495,103.9278666",479262,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.323932,103.9424869",461052,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3785587,103.7717892",670234,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.352745,103.7043769",642276,64,22,Jurong
"1.350301,103.934489",520831,52,18,"Tampines, Pasir Ris"
"1.398208,103.910283",820185,82,19,"Serangoon Garden, Hougang, Punggol"
"1.343333,103.869174",359966,35,13,"Macpherson, Braddell"
"1.443012,103.795707",731747,73,25,"Kranji, Woodgrove"
"1.3227657,103.8841906",381120,38,14,"Geylang, Eunos"
"1.442893,103.793988",730869,73,25,"Kranji, Woodgrove"
"1.275514,103.837432",088642,08,2,"Anson, Tanjong Pagar"
"1.350165,103.934779",520830,52,18,"Tampines, Pasir Ris"
"1.4285115,103.774607",730419,73,25,"Kranji, Woodgrove"
"1.352973,103.938309",526856,52,18,"Tampines, Pasir Ris"
"1.294407,103.804464",140148,14,3,"Queenstown, Tiong Bahru"
"1.332034,103.904959",410640,41,14,"Geylang, Eunos"
"1.4266122,103.8340556",760757,76,27,"Yishun, Sembawang"
"1.368688,103.831591",560259,56,20,"Bishan, Ang Mo Kio"
"1.371544,103.958017",510451,51,18,"Tampines, Pasir Ris"
"1.337461,103.736411",609652,60,22,Jurong
"1.390968,103.90741",540156,54,19,"Serangoon Garden, Hougang, Punggol"
"1.365645,103.847653",560318,56,20,"Bishan, Ang Mo Kio"
"1.3126445,103.8758172",388792,38,14,"Geylang, Eunos"
"1.3656103,103.9552946",510126,51,18,"Tampines, Pasir Ris"
"1.369936,103.873307",550154,55,19,"Serangoon Garden, Hougang, Punggol"
"1.374514,103.960842",510485,51,18,"Tampines, Pasir Ris"
"1.3222207,103.8682738",332059,33,12,"Balestier, Toa Payoh, Serangoon"
"1.3364,103.867407",357920,35,13,"Macpherson, Braddell"
"1.4438004,103.8198788",757057,75,27,"Yishun, Sembawang"
"1.38027,103.938173",510700,51,18,"Tampines, Pasir Ris"
"1.2911016,103.8286526",161079,16,3,"Queenstown, Tiong Bahru"
"1.385553,103.884166",531994,53,19,"Serangoon Garden, Hougang, Punggol"
"1.383358,103.741804",680416,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.364648,103.844855",563310,56,20,"Bishan, Ang Mo Kio"
"1.366237,103.850049",560314,56,20,"Bishan, Ang Mo Kio"
"1.332227,103.94037",460090,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.2866478,103.8179714",151022,15,3,"Queenstown, Tiong Bahru"
"1.4551681,103.8136084",751466,75,27,"Yishun, Sembawang"
"1.3737441,103.8971774",530468,53,19,"Serangoon Garden, Hougang, Punggol"
"1.331021,103.933518",460401,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3954446,103.7500061",680791,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.382156,103.937455",510710,51,18,"Tampines, Pasir Ris"
"1.307893,103.862222",208767,20,8,Little India
"1.328423,103.914223",417650,41,14,"Geylang, Eunos"
"1.326024,103.93243",460214,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3080137,103.8519495",210668,21,8,Little India
"1.433029,103.792784",730526,73,25,"Kranji, Woodgrove"
"1.351301,103.886531",530130,53,19,"Serangoon Garden, Hougang, Punggol"
"1.439078,103.805109",732694,73,25,"Kranji, Woodgrove"
"1.329549,103.940299",460082,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3613949,103.9637977",509615,50,17,"Loyang, Changi"
"1.3429568,103.957312",520224,52,18,"Tampines, Pasir Ris"
"1.3582476,103.8652553",558818,55,19,"Serangoon Garden, Hougang, Punggol"
"1.385349,103.742568",680307,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.349785,103.69467",640864,64,22,Jurong
"1.3532137,103.9557492",520306,52,18,"Tampines, Pasir Ris"
"1.437667,103.803204",730639,73,25,"Kranji, Woodgrove"
"1.273738,103.8211437",090029,09,4,"Telok Blangah, Harbourfront"
